CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment,Cluster,SegmentLabel
13808,6,5,1747.66,5,4,4,544,13,Champions,0,Low-Value
13809,305,1,155.05,1,1,2,112,4,At Risk,2,Churned
13810,29,4,899.51,4,4,4,444,12,Champions,0,Low-Value
13811,184,4,591.75,2,4,3,243,9,Champions,2,Churned
13812,42,3,539,4,4,3,443,11,Champions,0,Low-Value
13813,40,5,1353.41,4,4,4,444,12,Champions,0,Low-Value
13814,56,3,1562.12,3,4,4,344,11,Champions,0,Low-Value
13815,22,5,4014.91,4,4,5,445,13,Champions,0,Low-Value
13816,24,4,555.04,4,4,3,443,11,Champions,0,Low-Value
13817,29,2,382.98,4,3,3,433,10,Champions,0,Low-Value
13819,302,3,1140.35,1,4,4,144,9,Champions,2,Churned
13821,145,2,385.64,2,3,3,233,8,Loyal,0,Low-Value
13822,6,2,632,5,3,3,533,11,Champions,0,Low-Value
13823,19,2,957.66,4,3,4,434,11,Champions,0,Low-Value
13824,33,5,1698.94,4,4,4,444,12,Champions,0,Low-Value
13826,158,2,174.65,2,3,2,232,7,Loyal,2,Churned
13827,58,3,412.05,3,4,3,343,10,Champions,0,Low-Value
13828,22,1,209.49,4,1,2,412,7,Loyal,0,Low-Value
13829,359,1,-102,1,1,1,111,3,At Risk,2,Churned
13831,16,6,2202.99,5,5,5,555,15,Champions,0,Low-Value
13832,18,2,40.95,4,3,1,431,8,Loyal,0,Low-Value
13833,159,1,384.8,2,1,3,213,6,Potential,2,Churned
13835,25,4,834.57,4,4,4,444,12,Champions,0,Low-Value
13837,212,2,271.24,2,3,2,232,7,Loyal,2,Churned
13838,6,4,691.73,5,4,3,543,12,Champions,0,Low-Value
13841,253,1,85,1,1,1,111,3,At Risk,2,Churned
13842,59,9,3385.62,3,5,5,355,13,Champions,0,Low-Value
13844,11,1,361.62,5,1,3,513,9,Champions,0,Low-Value
13845,65,1,312.98,3,1,2,312,6,Potential,0,Low-Value
13846,25,4,847.61,4,4,4,444,12,Champions,0,Low-Value
13848,92,3,1255,3,4,4,344,11,Champions,0,Low-Value
13849,52,2,1537.95,3,3,4,334,10,Champions,0,Low-Value
13850,88,2,1586.81,3,3,4,334,10,Champions,0,Low-Value
13851,96,3,2651.46,3,4,5,345,12,Champions,0,Low-Value
13853,9,2,1056.94,5,3,4,534,12,Champions,0,Low-Value
13854,9,29,8025.02,5,5,5,555,15,Champions,3,Promising
13856,169,5,363.4,2,4,3,243,9,Champions,2,Churned
13858,57,1,216.17,3,1,2,312,6,Potential,0,Low-Value
13859,326,1,201.16,1,1,2,112,4,At Risk,2,Churned
13860,1,6,1240,5,5,4,554,14,Champions,0,Low-Value
13862,18,10,2187.31,4,5,5,455,14,Champions,0,Low-Value
13863,245,2,299.56,1,3,2,132,6,Potential,2,Churned
13865,58,4,501.56,3,4,3,343,10,Champions,0,Low-Value
13866,74,1,145.67,3,1,2,312,6,Potential,0,Low-Value
13867,31,3,1015.29,4,4,4,444,12,Champions,0,Low-Value
13868,7,2,3192.54,5,3,5,535,13,Champions,0,Low-Value
13869,123,4,3104.95,2,4,5,245,11,Champions,0,Low-Value
13870,2,10,2751.25,5,5,5,555,15,Champions,0,Low-Value
13871,23,14,6389.8,4,5,5,455,14,Champions,0,Low-Value
13873,120,4,381.7,2,4,3,243,9,Champions,0,Low-Value
13874,358,1,540.45,1,1,3,113,5,Potential,2,Churned
13875,54,5,1786.79,3,4,4,344,11,Champions,0,Low-Value
13876,64,1,122.7,3,1,2,312,6,Potential,0,Low-Value
13877,86,1,117.24,3,1,2,312,6,Potential,0,Low-Value
13878,55,1,1281.53,3,1,4,314,8,Loyal,0,Low-Value
13880,21,13,3219.77,4,5,5,455,14,Champions,0,Low-Value
13881,4,22,16989.52,5,5,5,555,15,Champions,3,Promising
13882,3,6,1131.28,5,5,4,554,14,Champions,0,Low-Value
13883,1,9,2538.75,5,5,5,555,15,Champions,0,Low-Value
13884,7,6,781.3,5,5,3,553,13,Champions,0,Low-Value
13885,189,2,506.8,2,3,3,233,8,Loyal,2,Churned
13886,71,1,243.56,3,1,2,312,6,Potential,0,Low-Value
13887,204,1,349.55,2,1,3,213,6,Potential,2,Churned
13888,120,2,605.63,2,3,3,233,8,Loyal,0,Low-Value
13889,93,1,416.9,3,1,3,313,7,Loyal,0,Low-Value
13890,1,14,1860.86,5,5,4,554,14,Champions,0,Low-Value
13892,27,4,632.97,4,4,3,443,11,Champions,0,Low-Value
13893,298,1,821.1,1,1,4,114,6,Potential,2,Churned
13894,22,5,535.97,4,4,3,443,11,Champions,0,Low-Value
13895,21,5,2588.12,4,4,5,445,13,Champions,0,Low-Value
13897,50,1,311.16,3,1,2,312,6,Potential,0,Low-Value
13898,326,1,155.93,1,1,2,112,4,At Risk,2,Churned
13899,16,2,388.52,5,3,3,533,11,Champions,0,Low-Value
13900,183,3,740.95,2,4,3,243,9,Champions,2,Churned
13901,72,5,2867.2,3,4,5,345,12,Champions,0,Low-Value
13904,37,2,332.64,4,3,2,432,9,Champions,0,Low-Value
13908,80,5,2347.05,3,4,5,345,12,Champions,0,Low-Value
13911,57,9,2580.91,3,5,5,355,13,Champions,0,Low-Value
13914,4,3,613.95,5,4,3,543,12,Champions,0,Low-Value
13917,50,2,272.04,3,3,2,332,8,Loyal,0,Low-Value
13918,50,2,1212.84,3,3,4,334,10,Champions,0,Low-Value
13919,53,3,350.16,3,4,3,343,10,Champions,0,Low-Value
13922,352,1,172.25,1,1,2,112,4,At Risk,2,Churned
13923,54,1,351.13,3,1,3,313,7,Loyal,0,Low-Value
13924,2,11,1682.08,5,5,4,554,14,Champions,0,Low-Value
13925,36,6,616.65,4,5,3,453,12,Champions,0,Low-Value
13926,23,1,223.85,4,1,2,412,7,Loyal,0,Low-Value
13927,75,1,348.99,3,1,3,313,7,Loyal,0,Low-Value
13928,11,4,464.57,5,4,3,543,12,Champions,0,Low-Value
13929,169,3,802.85,2,4,4,244,10,Champions,2,Churned
13930,58,2,337.34,3,3,2,332,8,Loyal,0,Low-Value
13931,86,3,1230.93,3,4,4,344,11,Champions,0,Low-Value
13932,295,1,307.4,1,1,2,112,4,At Risk,2,Churned
13933,109,2,608.79,2,3,3,233,8,Loyal,0,Low-Value
13934,264,1,922.1,1,1,4,114,6,Potential,2,Churned
13936,171,2,361.28,2,3,3,233,8,Loyal,2,Churned
13937,169,1,158.85,2,1,2,212,5,Potential,2,Churned
13938,35,1,71.66,4,1,1,411,6,Potential,0,Low-Value
13939,23,4,556.75,4,4,3,443,11,Champions,0,Low-Value
13940,17,4,839.14,5,4,4,544,13,Champions,0,Low-Value
13941,22,7,4912.41,4,5,5,455,14,Champions,0,Low-Value
13946,79,3,561.57,3,4,3,343,10,Champions,0,Low-Value
13947,65,1,90.6,3,1,1,311,5,Potential,0,Low-Value
13948,361,1,102,1,1,2,112,4,At Risk,2,Churned
13949,3,6,2427.32,5,5,5,555,15,Champions,0,Low-Value
13950,11,5,728.56,5,4,3,543,12,Champions,0,Low-Value
13951,176,3,674.45,2,4,3,243,9,Champions,2,Churned
13952,211,3,3246.091,2,4,5,245,11,Champions,2,Churned
13953,7,7,3515.68,5,5,5,555,15,Champions,0,Low-Value
13954,2,3,378.59,5,4,3,543,12,Champions,0,Low-Value
13955,154,2,322.96,2,3,2,232,7,Loyal,2,Churned
13956,5,5,1026.42,5,4,4,544,13,Champions,0,Low-Value
13958,372,1,-102.45,1,1,1,111,3,At Risk,2,Churned
13959,79,3,598.2,3,4,3,343,10,Champions,0,Low-Value
13960,21,2,230.22,4,3,2,432,9,Champions,0,Low-Value
13962,22,2,169.55,4,3,2,432,9,Champions,0,Low-Value
13963,308,4,664.54,1,4,3,143,8,Loyal,2,Churned
13967,146,1,80.7,2,1,1,211,4,At Risk,0,Low-Value
13969,7,20,8986.69,5,5,5,555,15,Champions,3,Promising
13971,9,11,2702.22,5,5,5,555,15,Champions,0,Low-Value
13972,71,2,190.25,3,3,2,332,8,Loyal,0,Low-Value
13973,287,1,264.7,1,1,2,112,4,At Risk,2,Churned
13974,49,1,413.59,3,1,3,313,7,Loyal,0,Low-Value
13975,31,7,2503.23,4,5,5,455,14,Champions,0,Low-Value
13976,207,1,357.98,2,1,3,213,6,Potential,2,Churned
13978,15,2,196.79,5,3,2,532,10,Champions,0,Low-Value
13979,73,1,869.87,3,1,4,314,8,Loyal,0,Low-Value
13980,60,1,200.14,3,1,2,312,6,Potential,0,Low-Value
13982,39,5,1861.11,4,4,4,444,12,Champions,0,Low-Value
13983,30,13,2590.46,4,5,5,455,14,Champions,0,Low-Value
13984,27,6,488.03,4,5,3,453,12,Champions,0,Low-Value
13985,4,16,7024.53,5,5,5,555,15,Champions,3,Promising
13986,17,1,320.46,5,1,2,512,8,Loyal,0,Low-Value
13988,20,9,4098.8,4,5,5,455,14,Champions,0,Low-Value
13989,66,2,1266.08,3,3,4,334,10,Champions,0,Low-Value
13990,213,1,311.3,2,1,2,212,5,Potential,2,Churned
13991,12,7,850.63,5,5,4,554,14,Champions,0,Low-Value
13992,30,1,76.8,4,1,1,411,6,Potential,0,Low-Value
13993,32,12,3409.66,4,5,5,455,14,Champions,0,Low-Value
13994,4,6,2313.14,5,5,5,555,15,Champions,0,Low-Value
13995,15,6,1383.49,5,5,4,554,14,Champions,0,Low-Value
13999,10,15,3865.26,5,5,5,555,15,Champions,0,Low-Value
14000,206,2,633.71,2,3,3,233,8,Loyal,2,Churned
14001,46,4,2030.33,3,4,5,345,12,Champions,0,Low-Value
14002,134,2,529.73,2,3,3,233,8,Loyal,0,Low-Value
14004,43,7,4582.64,4,5,5,455,14,Champions,0,Low-Value
14005,10,5,2874.72,5,4,5,545,14,Champions,0,Low-Value
14006,116,3,962.19,2,4,4,244,10,Champions,0,Low-Value
14009,198,3,685.93,2,4,3,243,9,Champions,2,Churned
14012,278,1,328.8,1,1,2,112,4,At Risk,2,Churned
14013,110,3,473.02,2,4,3,243,9,Champions,0,Low-Value
14014,77,1,505.18,3,1,3,313,7,Loyal,0,Low-Value
14015,53,1,917.34,3,1,4,314,8,Loyal,0,Low-Value
14016,154,5,4328.46,2,4,5,245,11,Champions,0,Low-Value
14019,47,4,1398.96,3,4,4,344,11,Champions,0,Low-Value
14020,17,2,642.8,5,3,3,533,11,Champions,0,Low-Value
14021,155,3,631.9,2,4,3,243,9,Champions,2,Churned
14022,225,1,440,1,1,3,113,5,Potential,2,Churned
14023,7,2,584.07,5,3,3,533,11,Champions,0,Low-Value
14024,122,2,327.7,2,3,2,232,7,Loyal,0,Low-Value
14027,61,1,104.82,3,1,2,312,6,Potential,0,Low-Value
14029,63,2,467.66,3,3,3,333,9,Champions,0,Low-Value
14030,18,8,2360.09,4,5,5,455,14,Champions,0,Low-Value
14031,7,23,14634.64,5,5,5,555,15,Champions,3,Promising
14032,2,18,2929.84,5,5,5,555,15,Champions,3,Promising
14034,22,4,512.02,4,4,3,443,11,Champions,0,Low-Value
14035,29,5,1428.02,4,4,4,444,12,Champions,0,Low-Value
14036,285,1,626.65,1,1,3,113,5,Potential,2,Churned
14037,176,2,147.2,2,3,2,232,7,Loyal,2,Churned
14038,78,4,1554.48,3,4,4,344,11,Champions,0,Low-Value
14039,33,1,152.2,4,1,2,412,7,Loyal,0,Low-Value
14040,41,15,3542.19,4,5,5,455,14,Champions,0,Low-Value
14041,266,1,141.41,1,1,2,112,4,At Risk,2,Churned
14044,27,4,652.82,4,4,3,443,11,Champions,0,Low-Value
14045,109,4,1659.75,2,4,4,244,10,Champions,0,Low-Value
14046,284,1,154.99,1,1,2,112,4,At Risk,2,Churned
14047,9,7,1290.01,5,5,4,554,14,Champions,0,Low-Value
14048,277,2,375.13,1,3,3,133,7,Loyal,2,Churned
14049,17,6,5639.15,5,5,5,555,15,Champions,0,Low-Value
14050,32,2,746.36,4,3,3,433,10,Champions,0,Low-Value
14051,1,26,15477.34,5,5,5,555,15,Champions,3,Promising
14052,20,1,225.36,4,1,2,412,7,Loyal,0,Low-Value
14053,124,2,260.25,2,3,2,232,7,Loyal,0,Low-Value
14054,65,1,92.46,3,1,1,311,5,Potential,0,Low-Value
14055,106,1,725.64,2,1,3,213,6,Potential,0,Low-Value
14056,1,29,8124.4,5,5,5,555,15,Champions,3,Promising
14057,24,18,6147.4,4,5,5,455,14,Champions,3,Promising
14059,267,1,183.6,1,1,2,112,4,At Risk,2,Churned
14060,5,20,6135.38,5,5,5,555,15,Champions,3,Promising
14062,10,12,10464.85,5,5,5,555,15,Champions,0,Low-Value
14064,29,7,1188.32,4,5,4,454,13,Champions,0,Low-Value
14066,267,1,152.55,1,1,2,112,4,At Risk,2,Churned
14067,64,2,374.7,3,3,3,333,9,Champions,0,Low-Value
14068,320,1,265.85,1,1,2,112,4,At Risk,2,Churned
14071,4,9,1307.41,5,5,4,554,14,Champions,0,Low-Value
14073,21,2,139.54,4,3,2,432,9,Champions,0,Low-Value
14075,5,3,942.26,5,4,4,544,13,Champions,0,Low-Value
14076,129,1,122.47,2,1,2,212,5,Potential,0,Low-Value
14077,41,5,499.42,4,4,3,443,11,Champions,0,Low-Value
14078,102,6,1049.37,2,5,4,254,11,Champions,0,Low-Value
14079,125,1,375.1,2,1,3,213,6,Potential,0,Low-Value
14080,33,1,45.6,4,1,1,411,6,Potential,0,Low-Value
14081,267,4,904.67,1,4,4,144,9,Champions,2,Churned
14082,365,1,182.25,1,1,2,112,4,At Risk,2,Churned
14083,4,9,1018.43,5,5,4,554,14,Champions,0,Low-Value
14085,2,19,4435.79,5,5,5,555,15,Champions,3,Promising
14087,3,2,181.67,5,3,2,532,10,Champions,0,Low-Value
14088,10,14,50415.49,5,5,5,555,15,Champions,3,Promising
14089,57,1,161,3,1,2,312,6,Potential,0,Low-Value
14090,325,1,76.32,1,1,1,111,3,At Risk,2,Churned
14092,8,17,4063.1,5,5,5,555,15,Champions,3,Promising
14093,12,1,442.85,5,1,3,513,9,Champions,0,Low-Value
14096,4,34,57120.91,5,5,5,555,15,Champions,3,Promising
14098,37,1,147.35,4,1,2,412,7,Loyal,0,Low-Value
14099,16,12,3092.97,5,5,5,555,15,Champions,0,Low-Value
14100,138,1,194.9,2,1,2,212,5,Potential,0,Low-Value
14101,74,6,5976.79,3,5,5,355,13,Champions,0,Low-Value
14102,5,8,1314.73,5,5,4,554,14,Champions,0,Low-Value
14104,155,2,216.21,2,3,2,232,7,Loyal,2,Churned
14105,85,2,1260.33,3,3,4,334,10,Champions,0,Low-Value
14107,52,8,2688.48,3,5,5,355,13,Champions,0,Low-Value
14108,31,3,594.16,4,4,3,443,11,Champions,0,Low-Value
14109,23,2,80.2,4,3,1,431,8,Loyal,0,Low-Value
14110,4,13,5669.65,5,5,5,555,15,Champions,0,Low-Value
14111,14,5,688.6,5,4,3,543,12,Champions,0,Low-Value
14112,23,12,2774.17,4,5,5,455,14,Champions,0,Low-Value
14113,4,8,1377.92,5,5,4,554,14,Champions,0,Low-Value
14114,274,2,386.53,1,3,3,133,7,Loyal,2,Churned
14116,20,5,1382.74,4,4,4,444,12,Champions,0,Low-Value
14117,144,1,90,2,1,1,211,4,At Risk,0,Low-Value
14119,354,1,-19.9,1,1,1,111,3,At Risk,2,Churned
14121,4,6,2740.3,5,5,5,555,15,Champions,0,Low-Value
14124,84,1,419.58,3,1,3,313,7,Loyal,0,Low-Value
14125,11,3,2740.43,5,4,5,545,14,Champions,0,Low-Value
14126,8,4,643.63,5,4,3,543,12,Champions,0,Low-Value
14127,123,3,709.71,2,4,3,243,9,Champions,0,Low-Value
14128,61,2,637.5,3,3,3,333,9,Champions,0,Low-Value
14129,2,5,1123.86,5,4,4,544,13,Champions,0,Low-Value
14130,319,1,483.86,1,1,3,113,5,Potential,2,Churned
14132,2,12,3580.13,5,5,5,555,15,Champions,0,Low-Value
14133,130,5,590.34,2,4,3,243,9,Champions,0,Low-Value
14135,2,15,4690.31,5,5,5,555,15,Champions,0,Low-Value
14138,2,2,982.38,5,3,4,534,12,Champions,0,Low-Value
14139,46,1,415.82,3,1,3,313,7,Loyal,0,Low-Value
14140,4,3,920.05,5,4,4,544,13,Champions,0,Low-Value
14141,3,6,879.03,5,5,4,554,14,Champions,0,Low-Value
14142,373,1,311.81,1,1,2,112,4,At Risk,2,Churned
14143,134,1,115.8,2,1,2,212,5,Potential,0,Low-Value
14145,47,5,3148.2,3,4,5,345,12,Champions,0,Low-Value
14146,9,6,2949.57,5,5,5,555,15,Champions,0,Low-Value
14147,49,3,468.4,3,4,3,343,10,Champions,0,Low-Value
14148,234,1,157.2,1,1,2,112,4,At Risk,2,Churned
14149,213,3,259.43,2,4,2,242,8,Loyal,2,Churned
14150,36,2,658.64,4,3,3,433,10,Champions,0,Low-Value
14152,75,3,611.09,3,4,3,343,10,Champions,0,Low-Value
14154,239,2,1345.62,1,3,4,134,8,Loyal,2,Churned
14155,266,1,118.75,1,1,2,112,4,At Risk,2,Churned
14156,10,66,113384.14,5,5,5,555,15,Champions,1,High-Value
14157,20,3,400.43,4,4,3,443,11,Champions,0,Low-Value
14158,40,1,507.66,4,1,3,413,8,Loyal,0,Low-Value
14159,20,14,4678.3,4,5,5,455,14,Champions,0,Low-Value
14161,216,3,1110.52,2,4,4,244,10,Champions,2,Churned
14162,174,2,289.36,2,3,2,232,7,Loyal,2,Churned
14163,87,4,2445.91,3,4,5,345,12,Champions,0,Low-Value
14164,71,2,1631.77,3,3,4,334,10,Champions,0,Low-Value
14165,276,1,122.54,1,1,2,112,4,At Risk,2,Churned
14167,39,4,574.84,4,4,3,443,11,Champions,0,Low-Value
14171,98,1,363.79,3,1,3,313,7,Loyal,0,Low-Value
14173,11,4,450.84,5,4,3,543,12,Champions,0,Low-Value
14174,33,1,134.46,4,1,2,412,7,Loyal,0,Low-Value
14175,51,7,3108.06,3,5,5,355,13,Champions,0,Low-Value
14176,297,5,574,1,4,3,143,8,Loyal,2,Churned
14177,85,5,554.46,3,4,3,343,10,Champions,0,Low-Value
14178,9,7,1620.93,5,5,4,554,14,Champions,0,Low-Value
14179,41,2,719.78,4,3,3,433,10,Champions,0,Low-Value
14180,11,31,4640.77,5,5,5,555,15,Champions,3,Promising
14184,67,1,452.89,3,1,3,313,7,Loyal,0,Low-Value
14185,331,1,197.65,1,1,2,112,4,At Risk,2,Churned
14188,9,10,2018.91,5,5,5,555,15,Champions,0,Low-Value
14189,2,24,4604.31,5,5,5,555,15,Champions,3,Promising
14191,2,14,4660.01,5,5,5,555,15,Champions,0,Low-Value
14193,68,2,853.39,3,3,4,334,10,Champions,0,Low-Value
14194,5,32,11216.75,5,5,5,555,15,Champions,3,Promising
14195,202,3,962.7,2,4,4,244,10,Champions,2,Churned
14196,107,1,335.52,2,1,2,212,5,Potential,0,Low-Value
14198,4,7,663.5,5,5,3,553,13,Champions,0,Low-Value
14199,218,1,185.4,2,1,2,212,5,Potential,2,Churned
14201,60,9,688.04,3,5,3,353,11,Champions,0,Low-Value
14204,2,1,161.03,5,1,2,512,8,Loyal,0,Low-Value
14205,11,4,218.78,5,4,2,542,11,Champions,0,Low-Value
14206,239,2,308.26,1,3,2,132,6,Potential,2,Churned
14208,95,1,151.74,3,1,2,312,6,Potential,0,Low-Value
14209,11,7,2067.13,5,5,5,555,15,Champions,0,Low-Value
14210,91,7,1900.89,3,5,4,354,12,Champions,0,Low-Value
14211,53,13,2208.3,3,5,5,355,13,Champions,0,Low-Value
14212,90,1,1070.48,3,1,4,314,8,Loyal,0,Low-Value
14213,372,1,-1192.2,1,1,1,111,3,At Risk,2,Churned
14214,31,7,1000.23,4,5,4,454,13,Champions,0,Low-Value
14215,12,7,1777.92,5,5,4,554,14,Champions,0,Low-Value
14216,3,4,1839.3,5,4,4,544,13,Champions,0,Low-Value
14217,2,24,1925.36,5,5,5,555,15,Champions,3,Promising
14218,43,1,169.48,4,1,2,412,7,Loyal,0,Low-Value
14219,4,1,89.94,5,1,1,511,7,Loyal,0,Low-Value
14220,247,2,632.4,1,3,3,133,7,Loyal,2,Churned
14221,42,10,3427.85,4,5,5,455,14,Champions,0,Low-Value
14222,177,1,683.17,2,1,3,213,6,Potential,2,Churned
14223,92,4,975.23,3,4,4,344,11,Champions,0,Low-Value
14224,110,4,1050.12,2,4,4,244,10,Champions,0,Low-Value
14226,29,7,2201.64,4,5,5,455,14,Champions,0,Low-Value
14227,26,15,3315.71,4,5,5,455,14,Champions,0,Low-Value
14229,52,5,1450.6,3,4,4,344,11,Champions,0,Low-Value
14231,179,5,822.06,2,4,4,244,10,Champions,2,Churned
14232,32,8,2043.93,4,5,5,455,14,Champions,0,Low-Value
14233,44,5,1447.51,4,4,4,444,12,Champions,0,Low-Value
14234,22,4,775.46,4,4,3,443,11,Champions,0,Low-Value
14235,10,6,3093.86,5,5,5,555,15,Champions,0,Low-Value
14236,81,2,490.86,3,3,3,333,9,Champions,0,Low-Value
14237,373,1,161,1,1,2,112,4,At Risk,2,Churned
14238,326,1,146.85,1,1,2,112,4,At Risk,2,Churned
14239,43,13,2323.5,4,5,5,455,14,Champions,0,Low-Value
14240,30,2,890.34,4,3,4,434,11,Champions,0,Low-Value
14241,184,1,213.7,2,1,2,212,5,Potential,2,Churned
14242,235,2,280.55,1,3,2,132,6,Potential,2,Churned
14243,9,14,2535.88,5,5,5,555,15,Champions,0,Low-Value
14245,176,5,1677.48,2,4,4,244,10,Champions,2,Churned
14246,111,3,1474.06,2,4,4,244,10,Champions,0,Low-Value
14247,278,1,136.77,1,1,2,112,4,At Risk,2,Churned
14248,318,1,302.58,1,1,2,112,4,At Risk,2,Churned
14250,7,3,1904.05,5,4,4,544,13,Champions,0,Low-Value
14251,2,5,2879.7,5,4,5,545,14,Champions,0,Low-Value
14256,254,3,935.06,1,4,4,144,9,Champions,2,Churned
14257,51,6,3087.27,3,5,5,355,13,Champions,0,Low-Value
14258,9,10,12650.08,5,5,5,555,15,Champions,0,Low-Value
14259,142,1,120,2,1,2,212,5,Potential,0,Low-Value
14261,51,2,1163.45,3,3,4,334,10,Champions,0,Low-Value
14262,8,8,2618.23,5,5,5,555,15,Champions,0,Low-Value
14264,155,3,319.47,2,4,2,242,8,Loyal,2,Churned
14265,109,2,530.18,2,3,3,233,8,Loyal,0,Low-Value
14267,151,7,1279.09,2,5,4,254,11,Champions,0,Low-Value
14270,332,1,492.65,1,1,3,113,5,Potential,2,Churned
14271,226,1,112.32,1,1,2,112,4,At Risk,2,Churned
14272,74,2,437.96,3,3,3,333,9,Champions,0,Low-Value
14273,51,4,559.97,3,4,3,343,10,Champions,0,Low-Value
14276,88,5,1019.39,3,4,4,344,11,Champions,0,Low-Value
14277,15,4,3957,5,4,5,545,14,Champions,0,Low-Value
14280,197,1,134.04,2,1,2,212,5,Potential,2,Churned
14282,3,15,3729.34,5,5,5,555,15,Champions,0,Low-Value
14284,31,3,578.45,4,4,3,443,11,Champions,0,Low-Value
14285,21,4,1910.01,4,4,4,444,12,Champions,0,Low-Value
14286,24,5,4595.81,4,4,5,445,13,Champions,0,Low-Value
14287,8,4,151.23,5,4,2,542,11,Champions,0,Low-Value
14288,212,2,413.85,2,3,3,233,8,Loyal,2,Churned
14289,9,6,911.26,5,5,4,554,14,Champions,0,Low-Value
14290,11,6,2307.45,5,5,5,555,15,Champions,0,Low-Value
14291,2,12,3873.3,5,5,5,555,15,Champions,0,Low-Value
14292,8,14,4819.33,5,5,5,555,15,Champions,0,Low-Value
14293,3,4,1046.56,5,4,4,544,13,Champions,0,Low-Value
14295,40,2,154.7,4,3,2,432,9,Champions,0,Low-Value
14297,18,6,1284.06,4,5,4,454,13,Champions,0,Low-Value
14298,3,45,50862.44,5,5,5,555,15,Champions,3,Promising
14299,8,18,2855.35,5,5,5,555,15,Champions,3,Promising
14300,19,1,43.2,4,1,1,411,6,Potential,0,Low-Value
14301,108,2,632.04,2,3,3,233,8,Loyal,0,Low-Value
14304,223,2,197.1,1,3,2,132,6,Potential,2,Churned
14305,71,5,1803.76,3,4,4,344,11,Champions,0,Low-Value
14306,51,3,2083.42,3,4,5,345,12,Champions,0,Low-Value
14307,89,6,2995.72,3,5,5,355,13,Champions,0,Low-Value
14309,8,10,2319.68,5,5,5,555,15,Champions,0,Low-Value
14311,225,2,229.71,1,3,2,132,6,Potential,2,Churned
14312,47,6,1611.59,3,5,4,354,12,Champions,0,Low-Value
14314,107,1,120,2,1,2,212,5,Potential,0,Low-Value
14315,21,7,2456.98,4,5,5,455,14,Champions,0,Low-Value
14317,65,1,508.58,3,1,3,313,7,Loyal,0,Low-Value
14320,207,3,343.11,2,4,2,242,8,Loyal,2,Churned
14321,11,5,1530.75,5,4,4,544,13,Champions,0,Low-Value
14323,115,4,574.26,2,4,3,243,9,Champions,0,Low-Value
14326,235,2,166.85,1,3,2,132,6,Potential,2,Churned
14327,163,1,311.65,2,1,2,212,5,Potential,2,Churned
14329,9,14,4928.74,5,5,5,555,15,Champions,0,Low-Value
14331,124,2,462.66,2,3,3,233,8,Loyal,0,Low-Value
14332,23,3,866.31,4,4,4,444,12,Champions,0,Low-Value
14333,64,2,351.45,3,3,3,333,9,Champions,0,Low-Value
14334,17,9,2539.46,5,5,5,555,15,Champions,0,Low-Value
14335,16,2,468.26,5,3,3,533,11,Champions,0,Low-Value
14336,17,4,1614.91,5,4,4,544,13,Champions,0,Low-Value
14338,158,4,554.22,2,4,3,243,9,Champions,2,Churned
14339,235,4,289.91,1,4,2,142,7,Loyal,2,Churned
14340,219,1,134.7,2,1,2,212,5,Potential,2,Churned
14341,45,9,2166.38,3,5,5,355,13,Champions,0,Low-Value
14342,21,6,607.71,4,5,3,453,12,Champions,0,Low-Value
14344,127,8,889.93,2,5,4,254,11,Champions,0,Low-Value
14345,39,1,108.98,4,1,2,412,7,Loyal,0,Low-Value
14346,121,2,1021.58,2,3,4,234,9,Champions,0,Low-Value
14348,260,1,409.57,1,1,3,113,5,Potential,2,Churned
14349,10,1,133.5,5,1,2,512,8,Loyal,0,Low-Value
14350,271,2,258.7,1,3,2,132,6,Potential,2,Churned
14351,165,1,51,2,1,1,211,4,At Risk,2,Churned
14352,157,4,1078.96,2,4,4,244,10,Champions,2,Churned
14353,215,1,90.6,2,1,1,211,4,At Risk,2,Churned
14354,6,2,163.62,5,3,2,532,10,Champions,0,Low-Value
14355,366,1,174.4,1,1,2,112,4,At Risk,2,Churned
14356,60,4,666.94,3,4,3,343,10,Champions,0,Low-Value
14357,43,1,225.77,4,1,2,412,7,Loyal,0,Low-Value
14359,19,6,882.58,4,5,4,454,13,Champions,0,Low-Value
14360,32,4,2128.23,4,4,5,445,13,Champions,0,Low-Value
14362,22,1,161.2,4,1,2,412,7,Loyal,0,Low-Value
14364,109,8,3717.35,2,5,5,255,12,Champions,0,Low-Value
14367,8,19,9167.82,5,5,5,555,15,Champions,3,Promising
14368,320,1,155,1,1,2,112,4,At Risk,2,Churned
14371,295,1,100.5,1,1,1,111,3,At Risk,2,Churned
14373,358,1,76.55,1,1,1,111,3,At Risk,2,Churned
14375,185,1,257.68,2,1,2,212,5,Potential,2,Churned
14377,191,2,617.05,2,3,3,233,8,Loyal,2,Churned
14379,44,2,348.1,4,3,3,433,10,Champions,0,Low-Value
14381,52,1,202.68,3,1,2,312,6,Potential,0,Low-Value
14382,26,1,626.07,4,1,3,413,8,Loyal,0,Low-Value
14383,38,3,1247.69,4,4,4,444,12,Champions,0,Low-Value
14385,9,3,202.11,5,4,2,542,11,Champions,0,Low-Value
14386,297,1,142.4,1,1,2,112,4,At Risk,2,Churned
14387,33,3,1770.56,4,4,4,444,12,Champions,0,Low-Value
14388,9,10,3172.04,5,5,5,555,15,Champions,0,Low-Value
14389,9,5,999.72,5,4,4,544,13,Champions,0,Low-Value
